1	25.49616	1.00035	72
1	25.81803	0.99490	88
1	25.47922	0.99206	104
1	25.81666	0.98651	118
1	25.72864	0.98367	138
1	25.78899	0.97823	153
1	26.00079	0.97549	169
1	25.53738	0.97549	189
1	26.00075	0.97549	201
1	26.14523	0.97278	219
1	26.09679	0.97017	236
1	25.83992	0.96755	252
1	26.14939	0.97060	267
1	26.50097	0.97355	286
1	25.85962	0.98194	300
1	26.67403	0.98468	315
1	26.31938	0.99013	335
1	26.63762	0.99274	352
1	27.25138	0.99535	366
1	26.64780	0.99231	385
1	25.62382	0.98926	398
1	26.05685	0.98892	417
1	26.80211	0.98880	434
1	26.96691	0.98606	449
1	26.52208	0.98061	466
1	27.15524	0.97800	482
1	27.25052	0.97800	498
1	27.58165	0.98071	515
1	26.93379	0.98071	534
1	27.38944	0.98071	548
1	27.85077	0.98071	565
1	27.95661	0.98603	582
1	27.84672	0.98874	599
1	27.36295	0.99440	616
1	27.60705	0.99474	631
1	27.51460	0.99507	648
1	27.82357	0.99246	663
1	27.47610	0.98985	680
1	27.52120	0.98724	694
1	27.71147	0.98192	712
1	28.27014	0.97626	728
1	28.00667	0.97060	743
1	27.75097	0.97382	762
1	26.86896	0.97998	779
1	27.38794	0.98875	795
1	27.17052	0.99136	812
1	27.86454	0.99668	828
1	27.74815	1.00201	843
1	27.30442	1.00462	862
1	27.26945	0.99836	877
1	27.62146	0.98948	894
1	26.98240	0.98332	908
1	27.18849	0.98071	926
1	27.26057	0.98071	943
1	27.22814	0.97800	960
1	27.56168	0.97800	977
1	27.79777	0.98084	992
1	27.80609	0.98639	1009
1	27.51121	0.99184	1024
1	27.85946	0.99445	1040
1	27.24850	0.99706	1059
1	27.58830	0.99977	1074
1	27.42768	1.00248	1092
1	28.00632	0.99998	1106
1	27.90300	0.99193	1125
1	27.93820	0.98387	1139
1	27.46968	0.97350	1156
1	27.85129	0.96597	1172
1	27.63622	0.95844	1189
1	28.24809	0.95091	1206
1	27.90416	0.94859	1221
1	27.84225	0.94912	1239
1	27.99157	0.94964	1255
1	28.47718	0.95247	1272
1	28.64701	0.95531	1289
1	27.59225	0.96047	1305
1	27.90646	0.96562	1320
1	27.81157	0.96794	1337
1	27.94009	0.96579	1355
1	28.25431	0.96080	1370
1	27.67746	0.95581	1385
1	28.06435	0.95082	1402
1	28.36332	0.94351	1419
1	27.91146	0.93118	1436
1	27.42383	0.92332	1451
1	27.74129	0.92277	1469
1	27.73052	0.92222	1485
1	28.09331	0.92167	1502
1	27.99481	0.92111	1517
1	28.17386	0.92558	1533
1	27.26404	0.93527	1552
1	27.79026	0.94550	1566
1	27.46273	0.95312	1582
1	27.67180	0.95804	1599
1	28.08362	0.96295	1616
1	27.44789	0.96545	1633
1	28.32137	0.96545	1649
1	27.90136	0.95522	1664
1	27.70709	0.94498	1682
1	28.12432	0.93475	1698
1	27.87460	0.92983	1716
1	27.12523	0.92492	1732
1	23.83933	0.92251	1747
1	23.16960	0.92501	1764
0	23.16960	0.92752	1778
0	23.16960	0.93002	1798
0	23.16960	0.93252	1815
0	23.16960	0.93502	1830
