1	141	2.98	0.89908	-0.05016
1	156	2.98	0.83252	0.00728
1	172	2.98	0.63509	0.12324
1	203	2.98	0.38775	0.31724
1	219	2.98	0.01544	0.62708
1	235	2.98	-0.09731	0.86533
1	250	2.98	-0.41973	1.10724
1	266	2.98	-0.78660	1.43263
1	281	2.98	-0.84636	1.58989
1	297	2.98	-0.64338	1.44507
1	313	2.98	-0.36750	1.26133
1	328	2.98	-0.03202	0.90275
1	344	2.98	0.12167	0.70144
1	360	3.5599999999999996	0.38665	0.38146
1	375	3.5599999999999996	0.41367	0.40508
1	391	3.5599999999999996	0.51496	0.28037
1	406	3.5100000000000002	0.62457	0.16541
1	422	3.5100000000000002	0.64736	0.11748
1	438	3.5100000000000002	0.67470	0.08970
1	453	3.35	0.70897	0.04786
1	469	3.35	0.77872	-0.01533
1	485	3.35	0.80565	-0.05959
1	500	3.3899999999999997	0.85650	-0.12645
1	531	3.3899999999999997	0.88363	-0.14244
1	547	3.3899999999999997	0.90185	-0.16360
1	563	3.4	0.91162	-0.17545
1	578	3.4	0.91471	-0.17572
1	594	3.4	0.91046	-0.16013
1	610	3.5	0.90779	-0.14999
1	625	3.5	0.90749	-0.15428
1	641	3.5	0.88589	-0.13029
1	656	3.83	0.86876	-0.11164
1	672	3.83	0.87836	-0.12215
1	688	3.83	0.88440	-0.12750
1	703	3.83	0.88999	-0.13308
1	719	3.83	0.89519	-0.14441
1	735	3.83	0.89525	-0.14106
1	750	3.83	0.89544	-0.13819
1	766	3.83	0.90928	-0.15876
1	781	3.83	0.89944	-0.14941
1	797	3.8600000000000003	0.89056	-0.14071
1	813	3.8600000000000003	0.90290	-0.15636
1	844	3.8600000000000003	0.93819	-0.20155
1	860	3.72	1.04892	-0.32347
1	875	3.72	1.07658	-0.36148
1	891	3.72	1.12832	-0.44060
1	906	3.66	1.11086	-0.43976
1	922	3.66	1.11088	-0.44703
1	938	3.66	1.10350	-0.44677
1	953	3.75	1.09976	-0.44796
1	969	3.75	1.11544	-0.46555
1	985	3.75	1.10177	-0.45992
1	1000	3.94	1.09151	-0.45569
1	1016	3.94	1.05530	-0.40757
1	1031	3.94	1.03227	-0.37449
1	1047	3.93	1.01338	-0.34710
1	1063	3.93	1.00492	-0.33300
1	1078	3.93	0.98866	-0.31498
1	1094	3.82	0.95192	-0.27586
1	1110	3.82	0.87694	-0.18496
1	1125	3.82	0.89180	-0.16364
1	1141	3.25	0.97012	0.03271
0	1172	3.25	0.97012	0.03271
0	1188	3.25	0.97012	0.03271
0	1203	3.25	0.00000	0.00000
0	1219	3.25	0.00000	0.00000
0	1235	3.25	0.00000	0.00000
0	1244	3.25	0.00000	0.00000
0	1259	3.25	0.00000	0.00000
0	1274	3.25	0.00000	0.00000
0	1306	3.25	0.00000	0.00000
0	1321	3.25	0.00000	0.00000
0	1337	3.25	0.00000	0.00000
0	1353	3.25	0.00000	0.00000
0	1368	3.25	0.00000	0.00000
0	1384	3.25	0.00000	0.00000
0	1399	3.25	0.00000	0.00000
1	1415	3.25	0.49889	0.27790
1	1431	3.25	0.59678	0.14729
1	1446	3.65	0.86064	0.10943
1	1462	3.65	0.87314	-0.05197
1	1478	3.65	0.87702	-0.07962
1	1493	3.63	0.88494	-0.16082
1	1509	3.63	0.83523	-0.13530
1	1524	3.63	0.89076	-0.20314
1	1540	3.75	0.92937	-0.26070
1	1556	3.75	0.81176	-0.10920
1	1571	3.75	0.81044	-0.10394
1	1587	3.64	0.76891	-0.04564
1	1603	3.64	0.78707	-0.05282
1	1618	3.64	0.80709	-0.05698
1	1634	3.5599999999999996	0.81614	-0.05721
1	1665	3.5599999999999996	0.83548	-0.07331
1	1681	3.5599999999999996	0.82020	-0.05918
1	1696	3.44	0.80919	-0.04912
1	1712	3.44	0.78894	-0.03280
1	1728	3.44	0.79081	-0.03576
1	1743	3.47	0.79257	-0.03850
1	1759	3.47	0.79542	-0.03968
1	1774	3.47	0.78798	-0.03112
1	1790	3.58	0.78178	-0.02434
1	1806	3.58	0.77225	-0.01573
1	1821	3.58	0.76899	-0.01064
1	1837	3.6	0.76613	-0.00618
1	1853	3.6	0.73840	0.01903
1	1868	3.6	0.74242	0.00497
1	1884	3.58	0.74360	0.00155
1	1899	3.58	0.75107	-0.02059
1	1915	3.58	0.74072	-0.00650
1	1931	3.54	0.73378	0.00277
1	1946	3.54	0.73545	-0.00356
1	1978	3.54	0.76122	-0.02572
1	1993	3.5500000000000003	0.78153	-0.04311
1	2009	3.5500000000000003	0.80367	-0.07529
1	2024	3.5500000000000003	0.83967	-0.12239
1	2040	3.7	0.86967	-0.16165
1	2056	3.7	0.88819	-0.18913
1	2071	3.7	0.93160	-0.24853
1	2087	3.52	1.02074	-0.37356
1	2103	3.52	1.03729	-0.39449
1	2118	3.52	1.11184	-0.48992
1	2134	3.46	1.13138	-0.50835
1	2149	3.46	1.13950	-0.51567
1	2165	3.46	1.19229	-0.55123
1	2181	3.44	1.23400	-0.57829
1	2196	3.44	1.19134	-0.52587
1	2212	3.44	1.18115	-0.52919
1	2228	3.46	1.17591	-0.53280
1	2243	3.46	1.18415	-0.54704
1	2259	3.46	1.17911	-0.53542
1	2274	3.47	1.17594	-0.52818
1	2306	3.47	1.16287	-0.51535
1	2321	3.47	1.17369	-0.52808
1	2337	3.33	1.18253	-0.53846
1	2353	3.33	1.17606	-0.53906
1	2370	3.33	1.18667	-0.54778
1	2386	3.47	1.19610	-0.55554
1	2401	3.47	1.23149	-0.59665
1	2417	3.47	1.25770	-0.63289
