1	3.98	101
1	3.98	120
1	3.98	134
1	3.96	152
1	3.96	165
1	3.96	184
1	3.85	197
1	3.85	217
1	3.85	233
1	3.92	249
1	3.92	266
1	3.92	282
1	4.01	297
1	4.01	317
1	4.01	331
1	4.0600000000000005	347
1	4.0600000000000005	363
1	4.0600000000000005	380
1	3.77	395
1	3.77	413
1	3.77	428
1	3.9899999999999998	445
1	3.9899999999999998	463
1	3.9899999999999998	480
1	3.96	498
1	3.96	511
1	3.96	527
1	3.96	545
1	3.96	559
1	3.96	577
1	3.96	593
1	3.96	611
1	3.96	627
1	3.93	643
1	3.93	658
1	3.93	675
1	3.8800000000000003	692
1	3.8800000000000003	707
1	3.8800000000000003	725
1	3.87	741
1	3.87	755
1	3.87	773
1	4.62	790
1	4.62	806
1	4.62	823
1	4.56	839
1	4.56	855
1	4.56	873
1	4.53	889
1	4.53	903
1	4.53	921
1	4.8	937
1	4.8	955
1	4.8	971
1	4.8500000000000005	986
1	4.8500000000000005	1002
1	4.8500000000000005	1019
1	4.68	1037
1	4.68	1054
1	4.68	1071
1	4.23	1085
1	4.23	1101
1	4.23	1118
1	4.5	1136
1	4.5	1151
1	4.5	1168
1	4.58	1184
1	4.58	1200
1	4.58	1218
1	4.58	1234
1	4.58	1249
1	4.58	1266
1	4.28	1284
1	4.28	1299
1	4.28	1317
1	4.67	1332
1	4.67	1348
1	4.67	1365
1	4.52	1381
1	4.52	1399
1	4.52	1413
1	4.79	1431
1	4.79	1448
1	4.79	1464
1	4.34	1479
1	4.34	1497
1	4.34	1514
1	4.2700000000000005	1528
1	4.2700000000000005	1546
1	4.2700000000000005	1562
1	4.17	1579
1	4.17	1595
1	4.17	1613
1	4.34	1627
1	4.34	1643
1	4.34	1661
1	4.33	1678
1	4.33	1694
1	4.33	1709
1	4.33	1726
1	4.33	1743
1	4.33	1759
1	4.62	1776
1	4.62	1790
1	4.62	1807
1	4.2700000000000005	1825
1	4.2700000000000005	1840
1	4.2700000000000005	1859
1	4.35	1874
1	4.35	1891
1	4.35	1908
1	4.17	1923
1	4.17	1938
1	4.17	1956
1	4.24	1971
1	4.24	1989
1	4.24	2006
1	4.23	2023
1	4.23	2041
1	4.23	2055
1	4.24	2072
1	4.24	2088
1	4.24	2104
1	3.8600000000000003	2120
1	3.8600000000000003	2138
1	3.8600000000000003	2153
1	4.32	2170
1	4.32	2187
1	4.32	2205
1	4.069999999999999	2221
1	4.069999999999999	2239
1	4.069999999999999	2255
1	3.31	2272
1	3.31	2286
1	3.31	2304
0	3.31	2317
0	3.31	2337
0	3.31	2352
0	3.31	2370
0	3.31	2385
0	3.31	2403
0	3.31	2418
0	3.31	2436
0	3.31	2451
0	3.31	2470
0	3.31	2485
0	3.31	2501
0	3.31	2518
0	3.31	2533
0	3.31	2549
1	2.09	2567
1	2.09	2581
1	2.09	2596
1	2.09	2614
1	2.09	2632
1	2.09	2646
1	2.09	2665
1	2.09	2679
1	2.09	2695
0	2.09	2712
0	2.09	2731
0	2.09	2750
0	2.09	2763
0	2.09	2780
0	2.09	2796
0	2.09	2813
0	2.09	2828
0	2.09	2846
0	2.09	2861
0	2.09	2878
0	2.09	2896
0	2.09	2911
0	2.09	2928
0	2.09	2944
0	2.09	2959
0	2.09	2976
0	2.09	2994
0	2.09	3010
0	2.09	3027
1	2.09	3043
1	1.77	3058
0	1.77	3074
0	1.77	3092
0	1.77	3108
0	1.77	3126
0	1.77	3141
0	1.77	3158
0	1.77	3174
0	1.77	3191
0	1.77	3208
0	1.77	3224
0	1.77	3240
0	1.77	3257
0	1.77	3275
0	1.77	3289
0	1.77	3306
0	1.77	3323
0	1.77	3340
0	1.77	3356
0	1.77	3370
0	1.77	3388
0	1.77	3405
0	1.77	3421
0	1.77	3435
0	1.77	3453
0	1.77	3470
0	1.77	3487
0	1.77	3502
0	1.77	3518
0	1.77	3535
0	1.77	3553
0	1.77	3567
0	1.77	3585
0	1.77	3601
0	1.77	3616
0	1.77	3633
0	1.77	3650
0	1.77	3667
0	1.77	3684
0	1.77	3700
0	1.77	3716
0	1.77	3734
0	1.77	3749
0	1.77	3766
0	1.77	3782
0	1.77	3797
1	1.77	3816
1	1.77	3830
1	1.95	3845
1	1.95	3863
1	1.95	3880
0	1.95	3896
0	1.95	3914
0	1.95	3932
0	1.95	3947
0	1.95	3963
0	1.95	3980
0	1.95	3996
0	1.95	4014
0	1.95	4030
0	1.95	4044
0	1.95	4062
0	1.95	4079
0	1.95	4094
0	1.95	4111
0	1.95	4127
0	1.95	4143
0	1.95	4160
0	1.95	4177
0	1.95	4194
0	1.95	4209
0	1.95	4225
0	1.95	4240
0	1.95	4258
0	1.95	4274
0	1.95	4291
0	1.95	4307
0	1.95	4322
0	1.95	4340
0	1.95	4358
0	1.95	4373
0	1.95	4390
0	1.95	4406
0	1.95	4423
0	1.95	4440
0	1.95	4455
0	1.95	4472
0	1.95	4487
0	1.95	4504
0	1.95	4521
0	1.95	4538
0	1.95	4553
0	1.95	4571
0	1.95	4586
0	1.95	4605
0	1.95	4621
0	1.95	4634
0	1.95	4652
0	1.95	4670
0	1.95	4684
0	1.95	4701
0	1.95	4719
0	1.95	4734
0	1.95	4752
0	1.95	4766
0	1.95	4784
0	1.95	4800
0	1.95	4815
0	1.95	4833
0	1.95	4851
0	1.95	4866
0	1.95	4883
0	1.95	4900
0	1.95	4915
0	1.95	4933
0	1.95	4949
0	1.95	4965
0	1.95	4982
0	1.95	4998
0	1.95	5015
0	1.95	5030
0	1.95	5049
0	1.95	5063
0	1.95	5080
0	1.95	5097
0	1.95	5112
0	1.95	5130
0	1.95	5144
0	1.95	5162
0	1.95	5176
0	1.95	5195
0	1.95	5211
0	1.95	5226
0	1.95	5244
0	1.95	5263
0	1.95	5277
0	1.95	5293
0	1.95	5309
0	1.95	5326
0	1.95	5344
0	1.95	5359
0	1.95	5377
0	1.95	5392
0	1.95	5407
0	1.95	5426
0	1.95	5441
0	1.95	5457
0	1.95	5476
0	1.95	5491
0	1.95	5506
0	1.95	5523
0	1.95	5538
0	1.95	5557
0	1.95	5572
0	1.95	5588
0	1.95	5606
0	1.95	5622
0	1.95	5638
0	1.95	5654
0	1.95	5672
0	1.95	5688
0	1.95	5704
0	1.95	5720
0	1.95	5737
0	1.95	5755
0	1.95	5771
0	1.95	5788
0	1.95	5802
0	1.95	5819
0	1.95	5836
0	1.95	5852
0	1.95	5868
0	1.95	5884
0	1.95	5902
0	1.95	5919
0	1.95	5933
0	1.95	5950
0	1.95	5967
0	1.95	5982
0	1.95	5999
0	1.95	6016
0	1.95	6033
0	1.95	6049
0	1.95	6065
0	1.95	6082
0	1.95	6098
0	1.95	6116
0	1.95	6133
0	1.95	6147
0	1.95	6164
1	1.95	6182
1	1.95	6194
1	5.6899999999999995	6211
1	5.6899999999999995	6228
1	5.6899999999999995	6246
1	5.63	6264
1	5.63	6279
1	5.63	6294
1	5.44	6312
1	5.44	6329
1	5.44	6341
1	5.08	6359
1	5.08	6376
1	5.08	6391
1	4.88	6408
1	4.88	6425
1	4.88	6441
1	4.63	6457
1	4.63	6475
1	4.63	6491
1	4.41	6508
1	4.41	6526
1	4.41	6543
1	4.39	6558
1	4.39	6575
1	4.39	6592
1	4.29	6608
1	4.29	6621
1	4.29	6639
1	4.21	6655
1	4.21	6670
1	4.21	6691
1	4.069999999999999	6706
1	4.069999999999999	6721
1	4.069999999999999	6738
1	4.08	6754
1	4.08	6769
1	4.08	6785
1	4.029999999999999	6802
1	4.029999999999999	6821
1	4.029999999999999	6838
1	3.92	6852
1	3.92	6870
1	3.92	6884
1	3.95	6900
1	3.95	6920
1	3.95	6936
1	3.92	6953
1	3.92	6968
1	3.92	6987
1	3.92	7002
1	3.92	7018
1	3.92	7034
1	3.76	7052
1	3.76	7068
1	3.76	7082
1	3.85	7099
1	3.85	7116
1	3.85	7131
1	3.8899999999999997	7147
1	3.8899999999999997	7167
1	3.8899999999999997	7184
1	3.8899999999999997	7199
1	3.8899999999999997	7216
1	3.8899999999999997	7230
1	3.79	7247
1	3.79	7266
1	3.79	7279
1	3.83	7297
1	3.83	7312
1	3.83	7330
1	3.73	7347
1	3.73	7361
1	3.73	7379
1	3.8	7395
1	3.8	7411
1	3.8	7430
1	3.8400000000000003	7445
1	3.8400000000000003	7459
1	3.8400000000000003	7477
1	3.8899999999999997	7493
1	3.8899999999999997	7511
1	3.8899999999999997	7528
1	3.93	7545
1	3.93	7559
1	3.93	7577
1	3.9699999999999998	7591
1	3.9699999999999998	7607
1	3.9699999999999998	7624
1	3.98	7642
1	3.98	7656
1	3.98	7673
1	3.9899999999999998	7691
1	3.9899999999999998	7705
1	3.9899999999999998	7724
1	3.9	7738
1	3.9	7757
1	3.9	7771
1	3.94	7787
1	3.94	7805
1	3.94	7822
1	3.6	7839
1	3.6	7854
1	3.6	7873
1	3.68	7888
1	3.68	7907
1	3.68	7922
1	3.2399999999999998	7939
1	3.2399999999999998	7955
1	3.2399999999999998	7970
1	3.1	7987
1	3.1	8003
1	3.1	8019
1	3.15	8038
1	3.15	8052
1	3.15	8071
1	3.17	8087
1	3.17	8101
1	3.17	8119
1	3.09	8136
1	3.09	8151
1	3.09	8168
1	3.09	8183
1	3.09	8201
1	3.09	8218
1	2.9	8233
1	2.9	8252
1	2.9	8266
1	2.9499999999999997	8284
1	2.9499999999999997	8300
1	2.9499999999999997	8315
1	3.0599999999999996	8332
1	3.0599999999999996	8348
1	3.0599999999999996	8367
1	2.44	8381
1	2.44	8398
1	2.44	8415
1	2.5799999999999996	8430
1	2.5799999999999996	8447
1	2.5799999999999996	8464
1	2.4499999999999997	8481
1	2.4499999999999997	8496
1	2.4499999999999997	8512
1	2.5100000000000002	8528
1	2.5100000000000002	8547
1	2.5100000000000002	8562
1	2.34	8578
1	2.34	8594
1	2.34	8610
1	2.31	8627
1	2.31	8643
1	2.31	8661
