blink	time	pupil diam	eyeX	eyeY
1	1863	4.66	0.87460	0.33408
1	1879	4.37	0.95527	0.33369
1	1894	4.37	0.96175	0.33651
1	1910	4.37	0.83311	0.39500
1	1941	4.47	0.70660	0.45439
1	1941	4.47	0.63367	0.47947
1	1972	4.47	0.62855	0.49766
1	1988	4.49	0.59912	0.52420
1	2004	4.49	0.56172	0.50485
1	2019	4.49	0.70403	0.45311
1	2035	4.52	0.83382	0.39491
1	2050	4.52	0.90493	0.36733
1	2066	4.52	0.92353	0.35833
1	2082	4.460000000000001	0.96584	0.34013
1	2097	4.460000000000001	0.75539	0.41886
1	2113	4.460000000000001	0.69649	0.45050
1	2129	4.5	0.56746	0.50843
1	2144	4.5	0.57485	0.51211
1	2160	4.5	0.40251	0.45358
1	2175	4.5	0.23263	0.39628
1	2191	4.5	0.37322	0.43506
1	2207	4.5	0.43822	0.45938
1	2222	4.6499999999999995	0.55001	0.49663
1	2238	4.6499999999999995	0.57770	0.40326
1	2269	4.6499999999999995	0.60002	0.37905
1	2285	4.54	0.63157	0.32371
1	2300	4.54	0.82001	0.32253
1	2316	4.54	0.75032	0.39206
1	2332	4.62	0.74329	0.46116
1	2347	4.62	0.64555	0.47849
1	2363	4.62	0.60938	0.48218
1	2379	4.52	0.54062	0.49165
1	2394	4.52	0.52510	0.48348
1	2410	4.52	0.52484	0.48288
1	2425	4.4	0.52471	0.48258
1	2441	4.4	0.54503	0.44976
1	2457	4.4	0.56023	0.42843
1	2472	4.32	0.57108	0.41320
1	2488	4.32	0.57868	0.40129
1	2504	4.32	0.57747	0.41307
1	2519	4.31	0.57651	0.42250
1	2535	4.31	0.57692	0.43094
1	2550	4.31	0.50908	0.47757
1	2566	4.45	0.45168	0.51703
1	2598	4.45	0.46404	0.50378
1	2601	4.45	0.47393	0.50560
1	2616	4.37	0.48259	0.50720
1	2634	4.37	0.49783	0.48534
1	2649	4.37	0.49783	0.48534
1	2665	4.37	0.49783	0.48534
1	2696	4.37	0.49783	0.48534
1	2712	4.37	0.47817	0.50016
1	2727	4.37	0.47817	0.50016
1	2743	4.37	0.74251	0.56985
1	2759	4.37	0.82834	0.47645
1	2774	4.36	0.73909	0.39491
1	2790	4.36	0.69246	0.36856
1	2806	4.36	0.63114	0.31679
1	2821	4.18	0.63774	0.31897
1	2837	4.18	0.64158	0.31874
1	2852	4.18	0.64066	0.31875
1	2868	4.26	0.64011	0.31875
1	2884	4.26	0.64193	0.32366
1	2899	4.26	0.64172	0.32173
1	2915	4.37	0.64155	0.32028
1	2931	4.37	0.68826	0.41665
1	2946	4.37	0.73061	0.49262
1	2962	4.22	0.77867	0.57857
1	2977	4.22	0.67022	0.54200
1	2993	4.22	0.62756	0.52533
1	3024	4.159999999999999	0.54875	0.49647
1	3040	4.159999999999999	0.54861	0.49719
1	3056	4.159999999999999	0.54664	0.49603
1	3071	4.23	0.54565	0.49546
1	3087	4.23	0.55912	0.50298
1	3102	4.23	0.55528	0.50114
1	3118	4.2	0.55254	0.49983
1	3134	4.2	0.54896	0.49742
1	3149	4.2	0.54614	0.49558
1	3165	4.21	0.54388	0.49410
1	3181	4.21	0.54109	0.49227
1	3196	4.21	0.54142	0.49248
1	3212	4.13	0.54169	0.49265
1	3227	4.13	0.54526	0.49474
1	3243	4.13	0.54502	0.49469
1	3259	4.12	0.54480	0.49465
1	3274	4.12	0.54409	0.49422
1	3290	4.12	0.54433	0.49455
1	3306	4.15	0.54454	0.49484
1	3337	4.15	0.54633	0.48570
1	3352	4.15	0.53383	0.48195
1	3368	4.14	0.52247	0.47855
1	3384	4.14	0.52427	0.47157
1	3399	4.14	0.50689	0.43646
1	3415	4.159999999999999	0.51412	0.36875
1	3431	4.159999999999999	0.52938	0.34876
1	3446	4.159999999999999	0.54347	0.30417
1	3462	4.21	0.54630	0.30343
1	3477	4.21	0.56752	0.31132
1	3493	4.21	0.57173	0.31431
1	3509	4.15	0.57426	0.31611
1	3524	4.15	0.57417	0.31463
1	3540	4.15	0.57117	0.31211
1	3556	4.159999999999999	0.56892	0.31021
1	3571	4.159999999999999	0.56692	0.30794
1	3587	4.159999999999999	0.56585	0.30661
1	3602	4.069999999999999	0.56498	0.30552
1	3618	4.069999999999999	0.56179	0.30300
1	3634	4.069999999999999	0.56378	0.30370
1	3665	4.14	0.56548	0.30430
1	3681	4.14	0.56469	0.30360
1	3696	4.14	0.56359	0.30287
1	3712	4.069999999999999	0.56261	0.30223
1	3727	4.069999999999999	0.56125	0.30152
1	3743	4.069999999999999	0.56024	0.30097
1	3759	4.069999999999999	0.55934	0.30048
1	3774	4.069999999999999	0.56813	0.30158
1	3790	4.069999999999999	0.56696	0.30114
1	3806	4.05	0.56589	0.30075
1	3821	4.05	0.56698	0.30096
1	3837	4.05	0.56816	0.30124
1	3852	4.08	0.56924	0.30150
1	3868	4.08	0.57061	0.30179
1	3884	4.08	0.57097	0.30202
1	3899	4.0600000000000005	0.57130	0.30224
1	3915	4.0600000000000005	0.57298	0.30307
1	3931	4.0600000000000005	0.57280	0.30291
1	3946	4.04	0.57264	0.30276
1	3977	4.04	0.57274	0.30289
1	3993	4.04	0.57305	0.30277
1	4009	4.08	0.57335	0.30265
1	4024	4.08	0.57409	0.30280
1	4040	4.08	0.57498	0.30312
1	4056	4.0200000000000005	0.57582	0.30343
1	4071	4.0200000000000005	0.57612	0.30349
1	4087	4.0200000000000005	0.57677	0.30352
1	4102	3.93	0.57738	0.30354
1	4118	3.93	0.57812	0.30396
1	4134	3.93	0.57858	0.30392
1	4149	3.94	0.57901	0.30388
1	4165	3.94	0.57968	0.30439
1	4181	3.94	0.58052	0.30482
1	4196	3.92	0.58132	0.30523
1	4212	3.92	0.58140	0.30545
1	4227	3.92	0.58237	0.30570
1	4243	3.9	0.58322	0.30598
1	4259	3.9	0.58258	0.30573
1	4290	3.9	0.58168	0.30538
1	4306	3.91	0.58077	0.30502
1	4321	3.91	0.58090	0.30511
1	4337	3.91	0.58132	0.30531
1	4352	3.9899999999999998	0.58175	0.30551
1	4368	3.9899999999999998	0.58266	0.30615
1	4384	3.9899999999999998	0.58355	0.30653
1	4399	4.029999999999999	0.58444	0.30692
1	4415	4.029999999999999	0.58531	0.30762
1	4431	4.029999999999999	0.58554	0.30774
1	4446	3.9699999999999998	0.58577	0.30786
1	4462	3.9699999999999998	0.58718	0.30856
1	4477	3.9699999999999998	0.58791	0.30889
1	4493	3.93	0.58865	0.30923
1	4509	3.93	0.58962	0.30977
1	4524	3.93	0.59031	0.31015
1	4540	4.0600000000000005	0.59100	0.31052
1	4556	4.0600000000000005	0.58733	0.31051
1	4571	4.0600000000000005	0.58865	0.31102
1	4587	4.01	0.58997	0.31154
